PredictedValue,PredictionConfidencePercentage,PredictionGroup,CREDIT_SCORE,AGE,BALANCE,HAS_ZERO_BALANCE,PRODUCTS_NUMBER,ACTIVE_MEMBER,GENDER,CUSTOMER_ID,AGE_SQ,AGE_GROUP,TENURE,TENURE_SQ,TENURE_GROUP,BALANCE_SALARY_RATIO,PRODUCT_SEGMENT,CREDIT_CARD,CREDIT_TIER,HEALTH_SCORE,AGE_TENURE_INTERACTION,ESTIMATED_SALARY,CHURN,Base_Revenue,FTP_Cost,Allocated_Cost,PD_Risk,Survival_Probability,Risk_Adjusted_Margin,Risk_Adjusted_CLV
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,742,55,155196.17,0,1,1,Male,15621611,3025,3,5,25,3,1.2804,1,0,4,67.42,77.5,121207.66,1,6005.45,1247.05,175,0.0432,0.5763,4385.4,4634.91
0,0.637139547675359,AGE <= 32.8,752,29,129514.99,0,1,1,Male,15783752,841,1,4,16,2,1.2583,1,1,4,65.52,54.5,102930.46,0,6511.96,1441.81,175,0.0392,0.6371,4703.26,6052.08
0,0.606493096836995,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,740,57,113386.36,0,2,1,Female,15709474,3249,3,3,9,2,1.7411,2,1,4,63.4,58.5,65121.63,1,5106.16,1375.72,225,0.044,0.6065,3351.2,3908.6
0,0.694923443553409,AGE <= 32.8,576,24,0.0,1,1,1,Male,15701280,576,1,3,9,2,0.0,1,0,1,61.76,42.0,78498.04,1,391.32,82.5,175,0.1096,0.6949,119.15,183.84
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,637,43,172196.23,0,1,1,Male,15671104,1849,2,3,9,2,1.6436,1,1,2,62.37,51.5,104769.96,0,6993.08,1958.78,175,0.0852,0.5812,4445.29,4775.62
0,0.648595025924006,AGE <= 32.8,724,28,97612.12,0,1,1,Male,15796434,784,1,5,25,3,1.0115,1,1,3,67.24,64.0,96498.14,0,4516.9,1185.71,175,0.0504,0.6486,2997.12,3999.45
0,0.675945898690158,AGE <= 32.8,685,20,104719.94,0,2,0,Male,15781505,400,1,4,16,2,2.7065,2,1,3,14.85,50.0,38691.34,0,4816.73,1011.93,200,0.066,0.6759,3366.88,4896.61
0,0.688852425055455,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,625,38,0.0,1,1,0,Female,15625819,1444,2,7,49,3,0.0,1,1,2,20.25,89.0,164804.02,0,755.88,172.86,150,0.09,0.6889,394.05,596.62
1,0.758580261136713,PRODUCTS_NUMBER > 2.0,571,37,139592.98,0,3,0,Male,15753174,1369,2,9,81,3,1.3403,3,1,1,23.71,108.5,104152.65,1,6101.53,1304.01,250,0.1116,0.2414,4040.02,1135.41
0,0.714074909159594,AGE <= 32.8,584,29,0.0,1,2,0,Female,15654067,841,1,4,16,2,0.0,2,1,2,13.84,54.5,88866.92,0,482.91,135.1,200,0.1064,0.7141,132.08,216.22
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,550,22,139096.85,0,1,0,Female,15724719,484,1,7,49,3,1.0709,1,1,1,19.5,81.0,129890.94,0,5010.43,1269.12,150,0.12,0.2945,3160.35,1153.96
0,0.671047911327427,AGE > 69.80000000000001,662,72,140301.72,0,1,1,Female,15624695,5184,3,7,49,3,0.7827,1,0,2,70.62,106.0,179258.67,0,6470.89,1296.01,175,0.0752,0.671,4623.89,6622.4
1,0.722445181775885,AGE > 40.2;ACTIVE_MEMBER <= 0.0,803,43,0.0,1,1,0,Male,15718216,1849,2,3,9,2,0.0,1,1,4,14.03,51.5,72051.44,0,344.79,87.68,150,0.0188,0.2776,105.1,35.43
0,0.705258324731066,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,615,66,0.0,1,2,1,Male,15586300,4356,3,7,49,3,0.0,2,1,2,70.15,103.0,74580.8,0,367.91,91.34,225,0.094,0.7053,46.72,74.43
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,481,39,111233.09,0,1,1,Male,15783349,1521,2,1,1,1,0.8971,1,1,1,56.81,29.5,123995.15,0,4815.01,1272.64,175,0.1476,0.6533,2870.35,3887.78
0,0.696218302797171,AGE <= 32.8,701,23,0.0,1,2,0,Male,15725767,529,1,3,9,2,0.0,2,1,3,13.01,41.5,38960.59,0,197.48,40.18,200,0.0596,0.6962,-40.16,-62.2
0,0.637139547675359,AGE <= 32.8,751,29,147737.63,0,1,1,Male,15791925,841,1,10,100,3,1.5559,1,0,4,77.51,114.5,94951.27,0,7612.36,1549.44,175,0.0396,0.6371,5654.76,7276.46
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,675,35,0.0,1,2,1,Male,15793585,1225,2,8,64,3,0.0,2,1,3,72.75,97.5,56642.97,0,274.04,64.38,225,0.07,0.7096,-14.27,-23.04
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,733,40,125725.02,0,2,1,Male,15576641,1600,2,5,25,3,2.4757,2,1,3,67.33,70.0,50783.1,0,5437.02,1461.76,225,0.0468,0.6576,3574.75,4908.37
1,0.758580261136713,PRODUCTS_NUMBER > 2.0,822,38,128289.7,0,3,0,Male,15749519,1444,2,6,36,3,14.0208,3,1,4,20.22,79.0,9149.96,1,6210.09,1655.96,250,0.0112,0.2414,4255.92,1196.09
1,0.707160878591546,AGE > 40.2;ACTIVE_MEMBER <= 0.0,559,46,0.0,1,1,0,Female,15684960,2116,2,5,25,3,0.0,1,1,1,15.59,73.0,21006.1,1,99.25,22.61,150,0.1164,0.2928,-64.82,-23.49
0,0.593452054061081,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,731,49,88826.07,0,1,1,Female,15591286,2401,2,4,16,2,2.6311,1,1,3,65.31,64.5,33759.41,1,4397.23,974.46,175,0.0476,0.5935,3093.18,3458.22
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,678,41,143443.61,0,1,0,Female,15668323,1681,2,1,1,1,0.7295,1,1,3,8.78,30.5,196622.28,1,6724.43,1804.25,150,0.0688,0.2723,4441.99,1460.0
0,0.707682974968362,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,645,68,0.0,1,4,1,Female,15608528,4624,3,9,81,3,0.0,3,1,2,74.45,124.0,176353.87,1,1038.89,210.59,325,0.082,0.7077,462.03,741.58
0,0.696218302797171,AGE <= 32.8,701,29,0.0,1,2,0,Male,15645184,841,1,2,4,2,0.0,2,1,3,11.01,34.5,176943.59,0,951.09,243.17,200,0.0596,0.6962,477.65,739.93
0,0.637139547675359,AGE <= 32.8,554,26,149134.46,0,1,1,Male,15702566,676,1,8,64,3,0.838,1,1,1,71.54,93.0,177966.24,0,7065.74,1712.81,175,0.1184,0.6371,4564.86,5874.0
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,723,30,124119.54,0,1,0,Male,15660840,900,2,3,9,2,0.7652,1,1,3,13.23,45.0,162198.32,0,5737.87,1284.76,150,0.0508,0.3219,4084.51,1685.91
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,766,44,116822.7,0,1,0,Male,15750811,1936,2,3,9,2,0.5911,1,0,4,13.66,52.0,197643.24,0,5307.85,1337.74,150,0.0336,0.2866,3691.75,1299.35
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,597,24,103219.47,0,1,0,Female,15733842,576,1,1,1,1,1.7084,1,1,2,7.97,22.0,60420.07,0,4464.46,989.85,150,0.1012,0.2945,2988.16,1091.08
1,0.693276447403897,AGE > 40.2;ACTIVE_MEMBER <= 0.0,574,41,0.0,1,2,0,Male,15581526,1681,2,1,1,1,0.0,2,0,1,7.74,30.5,70550.0,0,384.4,98.57,200,0.1104,0.3067,76.35,29.47
0,0.654617308369053,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,655,40,81954.6,0,1,1,Female,15662751,1600,2,0,0,1,0.4122,1,1,2,56.55,20.0,198798.44,1,4266.57,916.87,175,0.078,0.6546,2927.07,3981.06
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,780,37,95196.26,0,1,0,Female,15684319,1369,2,10,100,3,0.7537,1,1,4,27.8,118.5,126310.39,1,4298.84,1034.17,150,0.028,0.2945,3027.46,1105.43
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,672,43,0.0,1,2,1,Male,15702190,1849,2,5,25,3,0.0,2,1,3,66.72,71.5,64515.5,0,314.49,78.95,225,0.0712,0.6721,9.79,14.07
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,717,38,0.0,1,2,1,Male,15588517,1444,2,7,49,3,0.0,2,1,3,71.17,89.0,158580.05,0,871.59,177.08,225,0.0532,0.7096,444.53,717.81
0,0.662232731867614,AGE <= 32.8,521,32,136555.01,0,2,1,Female,15801863,1024,2,2,4,2,1.0557,2,1,1,59.21,36.0,129353.21,0,6857.41,1790.28,225,0.1316,0.6622,4204.91,5857.92
0,0.662944680505186,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,633,59,0.0,1,1,1,Male,15584271,3481,3,5,25,3,0.0,1,1,2,66.33,79.5,137273.97,0,640.58,176.18,175,0.0868,0.6629,264.28,369.0
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,669,39,119452.03,0,1,1,Male,15700366,1521,2,3,9,2,0.6962,1,1,2,62.69,49.5,171575.54,0,5259.15,1554.64,175,0.0724,0.6432,3273.97,4294.31
0,0.655539884877461,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,740,44,0.0,1,1,1,Male,15804038,1936,2,9,81,3,0.0,1,0,4,75.4,112.0,96528.0,1,500.95,110.37,175,0.044,0.6555,206.09,281.12
0,0.688362812539734,AGE <= 32.8,462,24,69881.09,0,2,1,Female,15720820,576,1,9,81,3,1.0848,2,0,1,72.62,102.0,64421.02,0,3593.53,793.7,225,0.1552,0.6884,2175.22,3288.44
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,619,39,0.0,1,2,1,Male,15743759,1521,2,5,25,3,0.0,2,1,2,66.19,69.5,158444.61,0,883.01,203.52,225,0.0924,0.7096,412.5,666.07
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,665,44,0.0,1,2,1,Female,15749947,1936,2,7,49,3,0.0,2,1,2,70.65,92.0,66548.58,0,291.09,84.15,225,0.074,0.6721,-16.72,-24.03
0,0.717997363696463,AGE <= 32.8,655,27,0.0,1,2,0,Female,15670496,729,1,9,81,3,0.0,2,0,2,24.55,103.5,108008.05,0,525.78,126.55,200,0.078,0.718,183.69,304.35
0,0.615176315795422,AGE <= 32.8,463,20,204223.03,0,1,0,Male,15746664,400,1,8,64,3,1.5922,1,1,1,20.63,90.0,128268.39,0,7990.38,1839.22,150,0.1548,0.6152,5072.18,6083.83
1,0.732053335505484,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,799,63,110314.21,0,2,0,Female,15745533,3969,3,1,1,1,2.9445,2,1,4,9.99,41.5,37464.0,1,4476.84,1227.18,200,0.0204,0.2679,2987.45,961.22
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,713,48,163760.82,0,1,0,Female,15761497,2304,2,1,1,1,1.0405,1,0,3,9.13,34.0,157381.14,1,8514.55,1735.26,150,0.0548,0.2726,6266.0,2062.83
0,0.641068811125933,AGE <= 32.8,807,31,141069.18,0,3,1,Female,15628600,961,2,1,1,1,0.7262,3,1,4,60.07,25.5,194257.11,0,5673.14,1445.98,275,0.0172,0.6411,3884.18,5060.94
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,728,38,115934.74,0,1,1,Male,15627002,1444,2,1,1,1,0.8337,1,1,3,59.28,29.0,139059.05,0,4469.4,1095.09,175,0.0488,0.6432,3043.18,3991.59
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,582,52,151457.88,0,1,1,Male,15614635,2704,3,2,4,2,3.7037,1,0,2,59.82,46.0,40893.61,0,5743.88,1507.69,175,0.1072,0.5763,3625.83,3832.12
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,704,35,154206.07,0,2,1,Female,15731281,1225,2,3,9,2,3.8301,2,1,3,63.04,47.5,40261.49,0,6552.55,1789.57,225,0.0584,0.6576,4272.96,5867.06
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,714,26,89928.99,0,1,0,Female,15814022,676,1,9,81,3,1.9464,1,1,3,25.14,103.0,46203.31,0,4065.81,945.3,150,0.0544,0.2945,2808.91,1025.63
0,0.648595025924006,AGE <= 32.8,628,30,89182.09,0,1,1,Male,15659194,900,2,8,64,3,6.7938,1,1,2,72.28,95.0,13126.9,0,3791.84,999.69,175,0.0888,0.6486,2384.75,3182.29
1,0.722416232350133,AGE > 40.2;ACTIVE_MEMBER <= 0.0,809,41,79706.25,0,2,0,Male,15745030,1681,2,1,1,1,0.4811,2,1,4,10.09,30.5,165675.01,0,4488.85,1133.13,200,0.0164,0.2776,3103.97,1046.59
1,0.757441736172782,PRODUCTS_NUMBER > 2.0,547,44,0.0,1,3,0,Female,15691817,1936,2,5,25,3,0.0,3,0,1,15.47,72.0,5459.07,1,50.0,10.67,250,0.1212,0.2426,-185.14,-52.35
0,0.714074909159594,AGE <= 32.8,560,27,0.0,1,2,0,Female,15707488,729,1,5,25,3,0.0,2,1,1,15.6,63.5,131919.48,0,737.98,212.67,200,0.116,0.7141,287.57,470.76
0,0.637139547675359,AGE <= 32.8,811,31,117799.28,0,1,1,Male,15784700,961,2,7,49,3,0.6459,1,1,4,72.11,85.5,182372.35,0,5448.32,1500.79,175,0.0156,0.6371,3713.68,4778.7
0,0.690063772464999,AGE <= 32.8,584,26,0.0,1,2,0,Male,15710397,676,1,4,16,2,0.0,2,1,2,13.84,53.0,147600.54,0,791.99,231.39,200,0.1064,0.6901,322.23,489.73
0,0.696218302797171,AGE <= 32.8,691,28,0.0,1,2,0,Male,15687648,784,1,1,1,1,0.0,2,0,3,8.91,24.0,92865.41,0,402.88,109.6,200,0.0636,0.6962,87.35,135.31
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,680,34,146422.22,0,1,0,Male,15732281,1156,2,6,36,3,2.1808,1,1,3,18.8,77.0,67142.97,1,6195.67,1390.81,150,0.068,0.3219,4338.33,1790.67
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,588,33,150186.22,0,2,1,Male,15607230,1089,2,9,81,3,2.289,2,1,2,73.88,106.5,65611.01,0,6485.19,1576.24,225,0.1048,0.6576,4193.07,5757.37
0,0.621316631455831,AGE <= 32.8,721,40,100275.88,0,1,0,Male,15567630,1600,2,6,36,3,0.7237,1,1,3,19.21,80.0,138564.48,1,5247.51,1252.51,150,0.0516,0.6213,3646.6,4461.06
1,0.722445181775885,AGE > 40.2;ACTIVE_MEMBER <= 0.0,850,47,0.0,1,1,0,Male,15587507,2209,2,6,36,3,0.0,1,1,4,20.5,83.5,187391.02,1,788.42,160.51,150,0.005,0.2776,475.52,160.31
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,529,32,147493.89,0,1,0,Male,15733904,1024,2,9,81,3,4.3823,1,1,1,23.29,106.0,33656.35,0,6086.7,1467.23,150,0.1284,0.3219,3895.59,1607.93
0,0.664886969370829,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,622,43,0.0,1,2,0,Male,15709511,1849,2,8,64,3,0.0,2,1,2,22.22,101.5,100618.17,0,448.49,105.2,200,0.0912,0.6649,130.22,182.93
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,683,42,0.0,1,2,1,Female,15579616,1764,2,8,64,3,0.0,2,0,3,72.83,101.0,198134.9,0,1040.75,208.56,225,0.0668,0.6721,566.63,814.16
0,0.652209458680853,AGE <= 32.8,575,29,121823.4,0,2,1,Male,15694852,841,1,4,16,2,2.4186,2,1,1,63.75,54.5,50368.87,0,5523.09,1572.49,225,0.11,0.6522,3315.78,4475.57
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,577,40,0.0,1,2,1,Female,15589924,1600,2,1,1,1,0.0,2,1,1,57.77,30.0,108787.0,0,613.95,131.62,225,0.1092,0.7096,229.23,370.15
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,510,31,113688.63,0,1,0,Male,15799300,961,2,0,0,1,3.4348,1,1,1,5.1,15.5,33099.41,1,4460.88,1115.64,150,0.136,0.3219,2760.69,1139.49
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,652,40,100471.34,0,1,1,Female,15731330,1600,2,7,49,3,0.8067,1,1,2,70.52,90.0,124550.88,0,5071.99,1412.39,175,0.0792,0.6432,3208.62,4208.59
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,569,28,100032.52,0,1,0,Female,15694129,784,1,3,9,2,19.3891,1,1,1,11.69,44.0,5159.21,1,4575.15,1191.59,150,0.1124,0.2945,2870.11,1047.98
0,0.696218302797171,AGE <= 32.8,687,31,0.0,1,2,0,Male,15620372,961,2,3,9,2,0.0,2,0,3,12.87,45.5,48228.1,0,201.52,43.72,200,0.0652,0.6962,-39.45,-61.11
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,822,32,116358.0,0,1,0,Male,15744622,1024,2,8,64,3,1.0695,1,1,4,24.22,96.0,108798.36,0,5516.63,1444.37,150,0.0112,0.3219,3878.33,1600.81
0,0.637139547675359,AGE <= 32.8,656,23,163549.63,0,1,1,Female,15799815,529,1,4,16,2,7.7566,1,0,2,64.56,51.5,21085.12,0,7284.57,2008.79,175,0.0776,0.6371,4704.96,6054.27
0,0.593452054061081,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,745,51,99183.9,0,1,1,Male,15759250,2601,3,3,9,2,3.4293,1,1,4,63.45,55.5,28922.25,0,4005.58,1143.5,175,0.042,0.5935,2574.22,2878.02
1,0.741918504317252,BALANCE > 25089.809;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,386,53,131955.07,0,1,1,Female,15732643,2809,3,1,1,1,2.1108,1,1,1,55.86,36.5,62514.65,1,4913.86,1139.35,175,0.1856,0.2581,2931.44,897.96
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,684,41,134177.06,0,1,0,Female,15690540,1681,2,1,1,1,0.7559,1,0,3,8.84,30.5,177506.66,0,6844.4,1392.1,150,0.0664,0.2723,4950.23,1627.04
0,0.690832331016724,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,635,38,0.0,1,2,0,Female,15803078,1444,2,1,1,1,0.0,2,1,2,8.35,29.0,90605.05,0,398.68,103.97,200,0.086,0.6908,86.56,131.88
0,0.704214964971098,AGE <= 32.8,582,30,0.0,1,2,1,Male,15652180,900,2,2,4,2,0.0,2,1,2,59.82,35.0,132029.95,0,648.38,144.31,225,0.1072,0.7042,249.15,395.64
0,0.694923443553409,AGE <= 32.8,613,19,0.0,1,1,1,Male,15741195,361,1,5,25,3,0.0,1,1,2,66.13,59.5,176903.35,0,880.97,244.99,175,0.0948,0.6949,417.28,643.82
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,795,56,94348.94,0,1,0,Female,15743490,3136,3,9,81,3,3.2268,1,1,4,25.95,118.0,29239.29,1,4200.66,1125.73,150,0.022,0.2726,2860.58,941.73
0,0.637139547675359,AGE <= 32.8,659,32,155584.21,0,1,1,Female,15575510,1024,2,2,4,2,1.0125,1,0,2,60.59,36.0,153662.88,0,6553.56,1817.42,175,0.0764,0.6371,4212.67,5420.8
0,0.717997363696463,AGE <= 32.8,745,28,0.0,1,2,0,Female,15732610,784,1,6,36,3,0.0,2,1,4,19.45,74.0,154389.18,0,719.1,213.4,200,0.042,0.718,292.86,485.23
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,604,41,0.0,1,2,1,Female,15602909,1681,2,10,100,3,0.0,2,1,2,76.04,120.5,166224.39,0,839.34,216.93,225,0.0984,0.6721,358.3,514.83
0,0.646531991134778,AGE <= 32.8,509,32,170661.47,0,1,1,Male,15734058,1024,2,9,81,3,7.8841,1,1,1,73.09,106.0,21646.2,0,7632.59,2216.74,175,0.1364,0.6465,4526.0,6000.31
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,706,29,185544.36,0,1,0,Female,15801788,841,1,6,36,3,1.0848,1,1,3,19.06,74.5,171037.63,0,10170.28,2686.88,150,0.0576,0.2945,6911.0,2523.45
0,0.602588674124854,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,619,44,52831.13,0,1,1,Female,15702462,1936,2,6,36,3,0.469,1,1,2,68.19,82.0,112649.22,1,2273.02,495.91,175,0.0924,0.6026,1454.08,1674.64
1,0.799161077008454,PRODUCTS_NUMBER > 2.0,572,51,97750.07,0,3,1,Male,15683416,2601,3,8,64,3,0.5064,3,1,1,71.72,105.5,193014.26,1,5028.81,1407.72,275,0.1112,0.2008,2974.0,664.15
0,0.644900147056171,AGE <= 32.8,695,36,114007.5,0,2,0,Male,15794187,1296,2,6,36,3,0.9652,2,1,3,18.95,78.0,118120.88,0,4591.24,1236.74,200,0.062,0.6449,2958.92,3902.53
0,0.684678900243356,AGE > 69.80000000000001,543,71,104308.77,0,1,1,Female,15792989,5041,3,1,1,1,4.0666,1,1,1,57.43,45.5,25650.04,0,4738.75,1411.17,175,0.1228,0.6847,2765.44,4133.05
0,0.667939443305177,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,640,33,84719.13,0,2,1,Female,15613734,1089,2,6,36,3,0.7494,2,1,2,68.4,76.5,113048.79,0,3582.91,803.8,225,0.084,0.6679,2339.56,3318.25
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,672,39,0.0,1,2,0,Male,15606177,1521,2,2,4,2,0.0,2,1,3,10.72,39.5,87372.49,0,407.39,95.05,200,0.0712,0.6721,104.34,149.92
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,701,39,140236.98,0,1,1,Male,15636700,1521,2,9,81,3,0.9563,1,0,3,75.01,109.5,146651.99,0,5968.98,1684.14,175,0.0596,0.6432,3864.89,5069.39
0,0.704214964971098,AGE <= 32.8,634,25,0.0,1,2,1,Male,15645766,625,1,9,81,3,0.0,2,1,2,74.34,102.5,8227.91,0,50.0,10.31,225,0.0864,0.7042,-169.3,-268.84
1,0.725856660335252,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,531,42,75302.85,0,2,0,Female,15671345,1764,2,6,36,3,1.3203,2,0,1,17.31,81.0,57034.35,0,3403.85,896.3,200,0.1276,0.2741,2013.11,667.61
0,0.696218302797171,AGE <= 32.8,699,27,0.0,1,2,0,Male,15652469,729,1,1,1,1,0.0,2,1,3,8.99,23.5,93003.21,0,487.51,123.61,200,0.0604,0.6962,154.0,238.56
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,605,51,104760.82,0,1,1,Female,15749638,2601,3,9,81,3,0.6327,1,1,2,74.05,115.5,165574.54,1,5015.41,1087.75,175,0.098,0.5763,3384.9,3577.48
1,0.706788854782022,AGE > 40.2;ACTIVE_MEMBER <= 0.0,534,49,0.0,1,1,0,Female,15728706,2401,2,7,49,3,0.0,1,1,1,19.34,94.5,13566.48,1,58.81,12.73,150,0.1264,0.2932,-90.78,-32.95
1,0.816426013144242,BALANCE > 25089.809;ACTIVE_MEMBER <= 0.0;CREDIT_SCORE <= 450.0,449,31,113693.0,0,1,0,Female,15735439,961,2,1,1,1,1.3732,1,0,1,6.49,25.5,82796.29,0,5322.81,1495.81,150,0.1604,0.1836,3087.21,618.33
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,684,36,174180.39,0,1,0,Female,15778696,1296,2,5,25,3,1.4536,1,1,3,16.84,68.0,119830.08,0,7526.3,1516.88,150,0.0664,0.2945,5470.35,1997.42
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,622,42,115766.26,0,1,0,Male,15624744,1764,2,9,81,3,1.6044,1,0,2,24.22,111.0,72155.85,1,5571.3,1530.35,150,0.0912,0.2866,3536.1,1244.56
0,0.690832331016724,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,714,40,0.0,1,2,0,Female,15584338,1600,2,0,0,1,0.0,2,1,3,7.14,20.0,62762.12,0,291.6,79.68,200,0.0544,0.6908,11.27,17.17
1,0.717204396924071,AGE > 40.2;ACTIVE_MEMBER <= 0.0,712,48,0.0,1,2,0,Female,15726178,2304,2,8,64,3,0.0,2,1,3,23.12,104.0,183235.33,0,769.38,203.86,200,0.0552,0.2828,345.34,119.37
